participant_id,fluency_list_id,trial_order,stimulus,response,rt,cumulative_rt,round_time_limit,is_invalid,is_rt_outlier,is_repeated_response,is_category_mismatch,rt_measure
A101,0,0,fruits,strawberry,67072,67072,180000,0,0,0,0,inter_response_interval
A101,0,1,fruits,kiwi,0,67072,180000,0,1,0,0,inter_response_interval
A101,0,2,fruits,banana,0,67072,180000,0,1,0,0,inter_response_interval
A101,0,3,fruits,pineapple,0,67072,180000,0,1,0,0,inter_response_interval
A101,0,4,fruits,apple,0,67072,180000,0,1,0,0,inter_response_interval
A101,0,5,fruits,pear,0,67072,180000,0,1,0,0,inter_response_interval
A101,0,6,fruits,orange,0,67072,180000,0,1,0,0,inter_response_interval
A101,0,7,fruits,lemon,0,67072,180000,0,1,0,0,inter_response_interval
A101,0,8,fruits,lime,0,67072,180000,0,1,0,0,inter_response_interval
A101,0,9,fruits,papaya,0,67072,180000,0,1,0,0,inter_response_interval
A101,0,10,fruits,dragonfruit,0,67072,180000,0,1,0,0,inter_response_interval
A101,0,11,fruits,tomato,0,67072,180000,0,1,0,0,inter_response_interval
A101,0,12,fruits,mango,0,67072,180000,0,1,0,0,inter_response_interval
A101,0,13,fruits,apple,59854,126926,180000,0,0,1,0,inter_response_interval
A101,0,14,fruits,pineapple,0,126926,180000,0,1,1,0,inter_response_interval
A101,0,15,fruits,dragonfruit,0,126926,180000,0,1,1,0,inter_response_interval
A101,0,16,fruits,kiwi,0,126926,180000,0,1,1,0,inter_response_interval
A101,0,17,fruits,lime,0,126926,180000,0,1,1,0,inter_response_interval
A101,0,18,fruits,lemon,0,126926,180000,0,1,1,0,inter_response_interval
A101,0,19,fruits,banana,0,126926,180000,0,1,1,0,inter_response_interval
A101,0,20,fruits,mango,0,126926,180000,0,1,1,0,inter_response_interval
A101,0,21,fruits,pear,0,126926,180000,0,1,1,0,inter_response_interval
A101,0,22,fruits,prune,0,126926,180000,0,1,0,0,inter_response_interval
A101,0,23,fruits,plum,0,126926,180000,0,1,0,0,inter_response_interval
A101,0,24,fruits,peach,0,126926,180000,0,1,0,0,inter_response_interval
A101,0,25,fruits,apple,14564,141490,180000,0,0,1,0,inter_response_interval
A101,0,26,fruits,pineapple,2558,144048,180000,0,0,1,0,inter_response_interval
A101,0,27,fruits,kiwi,3273,147321,180000,0,0,1,0,inter_response_interval
A101,0,28,fruits,dragonfruit,2868,150189,180000,0,0,1,0,inter_response_interval
A101,0,29,fruits,banana,1386,151575,180000,0,0,1,0,inter_response_interval
A101,0,30,fruits,pineapple,4840,156415,180000,0,0,1,0,inter_response_interval
A101,0,31,fruits,pear,2524,158939,180000,0,0,1,0,inter_response_interval
A101,0,32,fruits,prune,1319,160258,180000,0,0,1,0,inter_response_interval
A101,0,33,fruits,plum,1652,161910,180000,0,0,1,0,inter_response_interval
A101,0,34,fruits,peach,3762,165672,180000,0,0,1,0,inter_response_interval
A101,0,35,fruits,mango,2162,167834,180000,0,0,1,0,inter_response_interval
A101,0,36,fruits,tomato,3846,171680,180000,0,0,1,0,inter_response_interval
A101,1,0,vegetables,broccoli,5109,5109,180000,0,0,0,0,inter_response_interval
A101,1,1,vegetables,carrot,3169,8278,180000,0,0,0,0,inter_response_interval
A101,1,2,vegetables,celery,1925,10203,180000,0,0,0,0,inter_response_interval
A101,1,3,vegetables,lettuce,6247,16450,180000,0,0,0,0,inter_response_interval
A101,1,4,vegetables,corn,1262,17712,180000,0,0,0,0,inter_response_interval
A101,1,5,vegetables,spinach,2602,20314,180000,0,0,0,0,inter_response_interval
A101,1,6,vegetables,beet,5993,26307,180000,0,0,0,0,inter_response_interval
A101,1,7,vegetables,ocra,15330,41637,180000,0,0,0,0,inter_response_interval
A101,1,8,vegetables,bellpepper,24197,65834,180000,0,0,0,0,inter_response_interval
A101,1,9,vegetables,parsley,8663,74497,180000,0,0,0,0,inter_response_interval
A101,1,10,vegetables,cabbage,14952,89449,180000,0,0,0,0,inter_response_interval
A101,1,11,vegetables,eggplant,4897,94346,180000,0,0,0,0,inter_response_interval
A101,1,12,vegetables,squash,34575,128921,180000,0,0,0,0,inter_response_interval
A101,1,13,vegetables,onion,6469,135390,180000,0,0,0,0,inter_response_interval
A101,1,14,vegetables,cucumber,18941,154331,180000,0,0,0,0,inter_response_interval
A101,2,0,animals,cheetah,5260,5260,180000,0,0,0,0,inter_response_interval
A101,2,1,animals,lion,1346,6606,180000,0,0,0,0,inter_response_interval
A101,2,2,animals,hyena,1439,8045,180000,0,0,0,0,inter_response_interval
A101,2,3,animals,parrot,4736,12781,180000,0,0,0,0,inter_response_interval
A101,2,4,animals,lovebird,2171,14952,180000,0,0,0,0,inter_response_interval
A101,2,5,animals,cat,4299,19251,180000,0,0,0,0,inter_response_interval
A101,2,6,animals,germanshepherd,5437,24688,180000,0,0,0,0,inter_response_interval
A101,2,7,animals,terrier,2754,27442,180000,0,0,0,0,inter_response_interval
A101,2,8,animals,poodle,6701,34143,180000,0,0,0,0,inter_response_interval
A101,2,9,animals,russianblue,4662,38805,180000,0,0,0,0,inter_response_interval
A101,2,10,animals,persian,1678,40483,180000,0,0,0,0,inter_response_interval
A101,2,11,animals,humunukuapua,13158,53641,180000,0,0,0,0,inter_response_interval
A101,2,12,animals,pufferfish,7629,61270,180000,0,0,0,0,inter_response_interval
A101,2,13,animals,robin,5761,67031,180000,0,0,0,0,inter_response_interval
A101,2,14,animals,giraffe,5046,72077,180000,0,0,0,0,inter_response_interval
A101,2,15,animals,elephant,2787,74864,180000,0,0,0,0,inter_response_interval
A101,2,16,animals,hippopotamus,1994,76858,180000,0,0,0,0,inter_response_interval
A101,2,17,animals,monkey,1898,78756,180000,0,0,0,0,inter_response_interval
A101,2,18,animals,shark,19954,98710,180000,0,0,0,0,inter_response_interval
A101,2,19,animals,antelope,9434,108144,180000,0,0,0,0,inter_response_interval
A101,2,20,animals,rhinoceros,18736,126880,180000,0,0,0,0,inter_response_interval
A101,2,21,animals,pheasant,6187,133067,180000,0,0,0,0,inter_response_interval
A101,2,22,animals,quail,3438,136505,180000,0,0,0,0,inter_response_interval
A101,2,23,animals,snake,7978,144483,180000,0,0,0,0,inter_response_interval
A101,2,24,animals,leopard,1946,146429,180000,0,0,0,0,inter_response_interval
A101,2,25,animals,warthog,11222,157651,180000,0,0,0,0,inter_response_interval
A101,2,26,animals,zebra,8461,166112,180000,0,0,0,0,inter_response_interval
A101,2,27,animals,zebra,2766,168878,180000,0,0,1,0,inter_response_interval
A101,3,0,vegetables,carrot,4571,4571,180000,0,0,0,0,inter_response_interval
A101,3,1,vegetables,cucumber,2010,6581,180000,0,0,0,0,inter_response_interval
A101,3,2,vegetables,eggplant,4719,11300,180000,0,0,0,0,inter_response_interval
A101,3,3,vegetables,bellpepper,6765,18065,180000,0,0,0,0,inter_response_interval
A101,3,4,vegetables,parsley,2521,20586,180000,0,0,0,0,inter_response_interval
A101,3,5,vegetables,squash,13318,33904,180000,0,0,0,0,inter_response_interval
A101,3,6,vegetables,cabbage,2918,36822,180000,0,0,0,0,inter_response_interval
A101,3,7,vegetables,beet,3294,40116,180000,0,0,0,0,inter_response_interval
A101,3,8,vegetables,onion,2207,42323,180000,0,0,0,0,inter_response_interval
A101,3,9,vegetables,radish,13158,55481,180000,0,0,0,0,inter_response_interval
A101,3,10,vegetables,broccoli,6556,62037,180000,0,0,0,0,inter_response_interval
A101,3,11,vegetables,cauliflower,2786,64823,180000,0,0,0,0,inter_response_interval
A101,3,12,vegetables,asparagus,14899,79722,180000,0,0,0,0,inter_response_interval
A101,3,13,vegetables,ocra,1581,81303,180000,0,0,0,0,inter_response_interval
A101,3,14,vegetables,artichoke,5259,86562,180000,0,0,0,0,inter_response_interval
A101,3,15,vegetables,spinach,14862,101424,180000,0,0,0,0,inter_response_interval
A101,3,16,vegetables,lettuce,3298,104722,180000,0,0,0,0,inter_response_interval
A101,3,17,vegetables,kale,4738,109460,180000,0,0,0,0,inter_response_interval
A101,3,18,vegetables,pea,2058,111518,180000,0,0,0,0,inter_response_interval
A101,3,19,vegetables,blackbean,2621,114139,180000,0,0,0,0,inter_response_interval
A101,3,20,vegetables,potato,10395,124534,180000,0,0,0,0,inter_response_interval
A101,3,21,vegetables,zucchini,16951,141485,180000,0,0,0,0,inter_response_interval
A101,4,0,fruits,dragonfruit,5605,5605,180000,0,0,0,0,inter_response_interval
A101,4,1,fruits,mango,1855,7460,180000,0,0,0,0,inter_response_interval
A101,4,2,fruits,apple,1171,8631,180000,0,0,0,0,inter_response_interval
A101,4,3,fruits,pear,1011,9642,180000,0,0,0,0,inter_response_interval
A101,4,4,fruits,prune,2439,12081,180000,0,0,0,0,inter_response_interval
A101,4,5,fruits,plum,1544,13625,180000,0,0,0,0,inter_response_interval
A101,4,6,fruits,peach,1513,15138,180000,0,0,0,0,inter_response_interval
A101,4,7,fruits,kiwi,2352,17490,180000,0,0,0,0,inter_response_interval
A101,4,8,fruits,strawberry,2042,19532,180000,0,0,0,0,inter_response_interval
A101,4,9,fruits,blueberry,6035,25567,180000,0,0,0,0,inter_response_interval
A101,4,10,fruits,pineapple,15816,41383,180000,0,0,0,0,inter_response_interval
A101,4,11,fruits,rasberry,4337,45720,180000,0,0,0,0,inter_response_interval
A101,4,12,fruits,blackberry,3640,49360,180000,0,0,0,0,inter_response_interval
A101,4,13,fruits,orange,10536,59896,180000,0,0,0,0,inter_response_interval
A101,4,14,fruits,lemon,1941,61837,180000,0,0,0,0,inter_response_interval
A101,4,15,fruits,lime,1244,63081,180000,0,0,0,0,inter_response_interval
A101,4,16,fruits,cantaloupe,8149,71230,180000,0,0,0,0,inter_response_interval
A101,4,17,fruits,papaya,13495,84725,180000,0,0,0,0,inter_response_interval
A101,4,18,fruits,grape,10184,94909,180000,0,0,0,0,inter_response_interval
A101,4,19,fruits,watermelon,14364,109273,180000,0,0,0,0,inter_response_interval
A101,4,20,fruits,pomegranate,2684,111957,180000,0,0,0,0,inter_response_interval
A101,4,21,fruits,coconut,7301,119258,180000,0,0,0,0,inter_response_interval
A101,4,22,fruits,banana,9099,128357,180000,0,0,0,0,inter_response_interval
A101,4,23,fruits,cherry,11706,140063,180000,0,0,0,0,inter_response_interval
A101,4,24,fruits,starfruit,16229,156292,180000,0,0,0,0,inter_response_interval
A101,4,25,fruits,lilikoi,2302,158594,180000,0,0,0,0,inter_response_interval
A101,4,26,fruits,guava,1790,160384,180000,0,0,0,0,inter_response_interval
A101,5,0,animals,cheetah,4403,4403,180000,0,0,0,0,inter_response_interval
A101,5,1,animals,cat,1986,6389,180000,0,0,0,0,inter_response_interval
A101,5,2,animals,dog,1234,7623,180000,0,0,0,0,inter_response_interval
A101,5,3,animals,lion,1961,9584,180000,0,0,0,0,inter_response_interval
A101,5,4,animals,bird,2670,12254,180000,0,0,0,0,inter_response_interval
A101,5,5,animals,fish,1534,13788,180000,0,0,0,0,inter_response_interval
A101,5,6,animals,antelope,9248,23036,180000,0,0,0,0,inter_response_interval
A101,5,7,animals,elephant,4089,27125,180000,0,0,0,0,inter_response_interval
A101,5,8,animals,hyena,1026,28151,180000,0,0,0,0,inter_response_interval
A101,5,9,animals,hyena,2471,30622,180000,0,0,1,0,inter_response_interval
A101,5,10,animals,hippopotamus,14271,44893,180000,0,0,0,0,inter_response_interval
A101,5,11,animals,zebra,7032,51925,180000,0,0,0,0,inter_response_interval
A101,5,12,animals,peacock,6505,58430,180000,0,0,0,0,inter_response_interval
A101,5,13,animals,pig,5475,63905,180000,0,0,0,0,inter_response_interval
A101,5,14,animals,warthog,4171,68076,180000,0,0,0,0,inter_response_interval
A101,5,15,animals,polarbear,12722,80798,180000,0,0,0,0,inter_response_interval
A101,5,16,animals,grizzlybear,3348,84146,180000,0,0,0,0,inter_response_interval
A101,5,17,animals,parrot,5651,89797,180000,0,0,0,0,inter_response_interval
A101,5,18,animals,lovebird,2358,92155,180000,0,0,0,0,inter_response_interval
A101,5,19,animals,sunconure,3705,95860,180000,0,0,0,0,inter_response_interval
A101,5,20,animals,duck,5974,101834,180000,0,0,0,0,inter_response_interval
A101,5,21,animals,goose,2391,104225,180000,0,0,0,0,inter_response_interval
A101,5,22,animals,swan,1534,105759,180000,0,0,0,0,inter_response_interval
A101,5,23,animals,horse,7613,113372,180000,0,0,0,0,inter_response_interval
A101,5,24,animals,jaguar,8105,121477,180000,0,0,0,0,inter_response_interval
A101,5,25,animals,monkey,1953,123430,180000,0,0,0,0,inter_response_interval
A101,5,26,animals,snake,1066,124496,180000,0,0,0,0,inter_response_interval
A101,5,27,animals,mouse,1028,125524,180000,0,0,0,0,inter_response_interval
A101,5,28,animals,ant,3238,128762,180000,0,0,0,0,inter_response_interval
A101,5,29,animals,llama,8030,136792,180000,0,0,0,0,inter_response_interval
A101,5,30,animals,dolphin,11520,148312,180000,0,0,0,0,inter_response_interval
A101,5,31,animals,fox,4916,153228,180000,0,0,0,0,inter_response_interval
A101,5,32,animals,chicken,7095,160323,180000,0,0,0,0,inter_response_interval
A101,5,33,animals,rooster,5834,166157,180000,0,0,0,0,inter_response_interval
A101,6,0,vegetables,carrot,8008,8008,180000,0,0,0,0,inter_response_interval
A101,6,1,vegetables,beet,2697,10705,180000,0,0,0,0,inter_response_interval
A101,6,2,vegetables,onion,1857,12562,180000,0,0,0,0,inter_response_interval
A101,6,3,vegetables,bellpepper,7925,20487,180000,0,0,0,0,inter_response_interval
A101,6,4,vegetables,squash,2298,22785,180000,0,0,0,0,inter_response_interval
A101,6,5,vegetables,basil,3633,26418,180000,0,0,0,0,inter_response_interval
A101,6,6,vegetables,broccoli,25257,51675,180000,0,0,0,0,inter_response_interval
A101,6,7,vegetables,eggplant,7254,58929,180000,0,0,0,0,inter_response_interval
A101,6,8,vegetables,pepper,4602,63531,180000,0,0,0,0,inter_response_interval
A101,6,9,vegetables,cucumber,10986,74517,180000,0,0,0,0,inter_response_interval
A101,6,10,vegetables,lettuce,12667,87184,180000,0,0,0,0,inter_response_interval
A101,6,11,vegetables,spinach,1795,88979,180000,0,0,0,0,inter_response_interval
A101,6,12,vegetables,cauliflower,16352,105331,180000,0,0,0,0,inter_response_interval
A101,6,13,vegetables,potato,11928,117259,180000,0,0,0,0,inter_response_interval
A101,6,14,vegetables,pumpkin,12171,129430,180000,0,0,0,0,inter_response_interval
A101,6,15,vegetables,cucumber,11374,140804,180000,0,0,1,0,inter_response_interval
A101,6,16,vegetables,zucchini,2524,143328,180000,0,0,0,0,inter_response_interval
A101,6,17,vegetables,corn,6829,150157,180000,0,0,0,0,inter_response_interval
A101,6,18,vegetables,asparagus,6000,156157,180000,0,0,0,0,inter_response_interval
A101,6,19,vegetables,ocra,1858,158015,180000,0,0,0,0,inter_response_interval
A101,6,20,vegetables,artichoke,6467,164482,180000,0,0,0,0,inter_response_interval
A101,7,0,fruits,pear,4527,4527,180000,0,0,0,0,inter_response_interval
A101,7,1,fruits,apple,1053,5580,180000,0,0,0,0,inter_response_interval
A101,7,2,fruits,prune,963,6543,180000,0,0,0,0,inter_response_interval
A101,7,3,fruits,plum,4185,10728,180000,0,0,0,0,inter_response_interval
A101,7,4,fruits,pineapple,6787,17515,180000,0,0,0,0,inter_response_interval
A101,7,5,fruits,mango,1393,18908,180000,0,0,0,0,inter_response_interval
A101,7,6,fruits,starfruit,13757,32665,180000,0,0,0,0,inter_response_interval
A101,7,7,fruits,dragonfruit,3023,35688,180000,0,0,0,0,inter_response_interval
A101,7,8,fruits,kiwi,1392,37080,180000,0,0,0,0,inter_response_interval
A101,7,9,fruits,blackberry,2090,39170,180000,0,0,0,0,inter_response_interval
A101,7,10,fruits,blueberry,2045,41215,180000,0,0,0,0,inter_response_interval
A101,7,11,fruits,rasberry,1945,43160,180000,0,0,0,0,inter_response_interval
A101,7,12,fruits,strawberry,5850,49010,180000,0,0,0,0,inter_response_interval
A101,7,13,fruits,grapefruit,5866,54876,180000,0,0,0,0,inter_response_interval
A101,7,14,fruits,pomegranate,5687,60563,180000,0,0,0,0,inter_response_interval
A101,7,15,fruits,coconut,19739,80302,180000,0,0,0,0,inter_response_interval
A101,7,16,fruits,papaya,2575,82877,180000,0,0,0,0,inter_response_interval
A101,7,17,fruits,cherry,5740,88617,180000,0,0,0,0,inter_response_interval
A101,7,18,fruits,watermelon,1891,90508,180000,0,0,0,0,inter_response_interval
A101,7,19,fruits,orange,11602,102110,180000,0,0,0,0,inter_response_interval
A101,7,20,fruits,fig,8460,110570,180000,0,0,0,0,inter_response_interval
A101,7,21,fruits,guava,7670,118240,180000,0,0,0,0,inter_response_interval
A101,7,22,fruits,lilikoi,1920,120160,180000,0,0,0,0,inter_response_interval
A101,7,23,fruits,nectarine,6975,127135,180000,0,0,0,0,inter_response_interval
A101,7,24,fruits,apricot,3133,130268,180000,0,0,0,0,inter_response_interval
A101,7,25,fruits,melon,13517,143785,180000,0,0,0,0,inter_response_interval
A101,7,26,fruits,grape,5412,149197,180000,0,0,0,0,inter_response_interval
A101,7,27,fruits,banana,11755,160952,180000,0,0,0,0,inter_response_interval
A101,7,28,fruits,tomato,13514,174466,180000,0,0,0,0,inter_response_interval
A101,8,0,animals,cheetah,4099,4099,180000,0,1,0,0,inter_response_interval
A101,8,1,animals,lion,4977,9076,180000,0,1,0,0,inter_response_interval
A101,8,2,animals,elephant,4392,13468,180000,0,1,0,0,inter_response_interval
A101,8,3,animals,jaguar,4387,17855,180000,0,1,0,0,inter_response_interval
A101,8,4,animals,snake,3153,21008,180000,0,1,0,0,inter_response_interval
A101,8,5,animals,polarbear,1542,22550,180000,0,1,0,0,inter_response_interval
A101,8,6,animals,grizzlybear,7350,32687,180000,0,1,0,0,inter_response_interval
A101,8,7,animals,antelope,2891,35578,180000,0,1,0,0,inter_response_interval
A101,8,8,animals,snake,1603,37181,180000,0,1,1,0,inter_response_interval
A101,8,9,animals,mouse,1024,38205,180000,0,1,0,0,inter_response_interval
A101,8,10,animals,ant,1324,39529,180000,0,1,0,0,inter_response_interval
A101,8,11,animals,hare,17403,56932,180000,0,1,0,0,inter_response_interval
A101,8,12,animals,bunny,3024,59956,180000,0,1,0,0,inter_response_interval
A101,8,13,animals,goose,2500,62456,180000,0,1,0,0,inter_response_interval
A101,8,14,animals,goose,1282,63738,180000,0,1,1,0,inter_response_interval
A101,8,15,animals,swan,3444,67182,180000,0,1,0,0,inter_response_interval
A101,8,16,animals,bee,5912,73094,180000,0,1,0,0,inter_response_interval
A101,8,17,animals,beetle,1906,75000,180000,0,1,0,0,inter_response_interval
A101,8,18,animals,grasshopper,7128,82128,180000,0,1,0,0,inter_response_interval
A101,8,19,animals,frog,5025,87153,180000,0,1,0,0,inter_response_interval
A101,8,20,animals,fox,5953,93106,180000,0,1,0,0,inter_response_interval
A101,8,21,animals,sparrow,9911,103017,180000,0,1,0,0,inter_response_interval
A101,8,22,animals,turkey,5474,108491,180000,0,1,0,0,inter_response_interval
